"product_type","category"
"Dining Table Pads","Home & Garden"
"Reusable Lunch Bags & Boxes","Home & Garden"
"Doilies","Home & Garden"
"Fireplace Tools","Home & Garden"
"Home Brewing Wort Chillers","Home & Garden"
"Blade Sharpeners","Home & Garden"
"Food Processors","Home & Garden"
"Toothpicks","Home & Garden"
"Sanitizer Sprays","Home & Garden"
"Replacement Appliance Knobs","Home & Garden"
"Ironing Boards","Home & Garden"
"Tablecloth Clamps","Home & Garden"
"Leaf Blowers & Vacuums","Home & Garden"
"Rolling Coolers","Home & Garden"
"Reed Diffusers","Home & Garden"
"Other Home Brewing & Wine Making Supplies","Home & Garden"
"Plant Terrariums","Home & Garden"
"Water Filtration Pitchers","Home & Garden"
"Bag Clips","Home & Garden"
"Fire Starters","Home & Garden"
"Squirrel Feeders","Home & Garden"
"Broom Heads","Home & Garden"
"Electric Egg Cookers","Home & Garden"
"Pool Heaters","Home & Garden"
"Bottle Stoppers","Home & Garden"
"Evaporative Air Cooler Pumps","Home & Garden"
"Corkscrews & Wine Bottle Openers","Home & Garden"
"Wine Totes, Bags & Backpacks","Home & Garden"
"Cooking Skimmers","Home & Garden"
"Milkshake Makers","Home & Garden"
"Outdoor Curtains","Home & Garden"
"Renewable Energy Controllers","Home & Garden"
"Ring Lights","Home & Garden"
"Shellfish Shuckers","Home & Garden"
"Robotic Floor Cleaners","Home & Garden"
"Gazing Balls","Home & Garden"
"Curtain Tracks","Home & Garden"
"Poly Bag Dispensers","Home & Garden"
"Bento Boxes","Home & Garden"
"Blender Pitchers","Home & Garden"
"Other Bedroom Furniture","Home & Garden"
"Turkey Fryers","Home & Garden"
"Outdoor Torches","Home & Garden"
"Confetti Poppers","Home & Garden"
"Electric Contact Grills","Home & Garden"
"Chainsaw Chains","Home & Garden"
"Bathtub Splash Guards","Home & Garden"
"Chainsaws","Home & Garden"
"Doughnut Makers","Home & Garden"
"Microwave Racks","Home & Garden"
"Clock Parts","Home & Garden"
"Ceiling Fan & Light Remote Controls","Home & Garden"
"Evaporative Air Cooler Valves","Home & Garden"
"Fuel Gases","Home & Garden"
"Meat Basters","Home & Garden"
"Baking Mats","Home & Garden"
"Planter Liners","Home & Garden"
"Deep Fryer Accessories","Home & Garden"
"Outdoor Spas","Home & Garden"
"Other Range, Stovetop & Oven Replacement Parts","Home & Garden"
"Outdoor Equipment Wheels","Home & Garden"
"Glow Bracelets","Home & Garden"
"De-Icing Cables","Home & Garden"
"Gas Logs","Home & Garden"
"Canning Tools","Home & Garden"
"Egg Poachers","Home & Garden"
"Steam Mop Pads & Brushes","Home & Garden"
"Cooler Carts","Home & Garden"
"Electric Knives","Home & Garden"
"Espresso Cups","Home & Garden"
"Table Place Cards","Home & Garden"
"Range & Cooktop Burner Grates","Home & Garden"
"Fruit & Vegetable Corers","Home & Garden"
"Graters & Zesters","Home & Garden"
"Scratch Repair Kits","Home & Garden"
"Lighting Cables","Home & Garden"
"Pool & Pond Thermometers","Home & Garden"
"Menorahs","Home & Garden"
"Locker Shelves","Home & Garden"
"Foam Cups","Home & Garden"
"Seafood Serving & Tool Sets","Home & Garden"
"Grill & Campfire Rotisseries","Home & Garden"
"Rail Planters","Home & Garden"
"Glass Cleaners","Home & Garden"
"Fabric Softeners","Home & Garden"
"Other Ceiling Fan Parts & Accessories","Home & Garden"
"Sugar & Spice Shakers & Dispensers","Home & Garden"
"Watering Globes","Home & Garden"
"Sink Caddies","Home & Garden"
"Detector Flashlights","Home & Garden"
"Furniture Touch-Up Kits","Home & Garden"
"Microwave Food Defrosters","Home & Garden"
"Pool & Pond Test Kits","Home & Garden"
"Power Hedge Trimmers","Home & Garden"
"Wall Growth Charts","Home & Garden"
"Cup Lids","Home & Garden"
"Vacuum Cleaner Belts","Home & Garden"
"Solar Batteries","Home & Garden"
"Pool Filter Valves","Home & Garden"
"Wine Aerators & Pourers","Home & Garden"
"Whisks","Home & Garden"
"Hammock Accessories","Home & Garden"
"Saucepans","Home & Garden"
"Bread & Loaf Pans","Home & Garden"
"Growlers","Home & Garden"
"Drinking Flasks","Home & Garden"
"Measuring Spoons","Home & Garden"
"Baking Cups","Home & Garden"
"Gel Fuel","Home & Garden"
"Wax Warmers","Home & Garden"
"Fireplace Inserts","Home & Garden"
"Other Cookware","Home & Garden"
"Drip Irrigation Filters & Regulators","Home & Garden"
"Sprinkler System Rain Sensors","Home & Garden"
"Home Brewing Thermometers & Temperature Controllers","Home & Garden"
"Baking & Cookie Sheets","Home & Garden"
"S'mores Makers","Home & Garden"
"Pond Netting","Home & Garden"
"Patio Umbrella Base Weights","Home & Garden"
"Multipots","Home & Garden"
"Glass Markers & Stemware Charms","Home & Garden"
"Floating Pool Lights","Home & Garden"
"Electric Woks","Home & Garden"
"Fruit & Wine Presses","Home & Garden"
"Rolling Pins","Home & Garden"
"Coffee & Tea Serving Sets","Home & Garden"
"Light Bulb Changers","Home & Garden"
"Evaporative Air Cooler Pads","Home & Garden"
"Wine Saver Vacuums","Home & Garden"
"Window Boxes","Home & Garden"
"Hand Lawn Edgers","Home & Garden"
"Honey Jars","Home & Garden"
"Flushable Cleansing Cloths","Home & Garden"
"Pool Heater & Heater Pump Parts & Accessories","Home & Garden"
"Home Brewing Equipment Kits","Home & Garden"
"Plant Seeds","Home & Garden"
"Zero-Gravity Chairs","Home & Garden"
"Machetes","Home & Garden"
"Window Air Conditioner Supports","Home & Garden"
"Muffin Pans & Individual Baking Molds","Home & Garden"
"Fire Rings","Home & Garden"
"Pool Table Lights","Home & Garden"
"Grill Presses","Home & Garden"
"Grill Baskets","Home & Garden"
"Drain Drip Trays","Home & Garden"
"Body Pillows","Home & Garden"
"Pie Crust Shields","Home & Garden"
"Scene Setters","Home & Garden"
"Single-Serve Brewers","Home & Garden"
"Laundry Bleach","Home & Garden"
"Artificial Fruits & Vegetables","Home & Garden"
"Hatchets","Home & Garden"
"Food Covers","Home & Garden"
"Spades","Home & Garden"
"Coffee Filters","Home & Garden"
"Chippers, Shredders & Mulchers","Home & Garden"
"Chimineas","Home & Garden"
"Pie & Tart Pans","Home & Garden"
"Firelogs","Home & Garden"
"Drink Stirrers","Home & Garden"
"Carpet Protectors","Home & Garden"
"Lawn Sweepers","Home & Garden"
"Automatic Pool Cleaners","Home & Garden"
"Grill Grid Lifters","Home & Garden"
"Sprinkler Valves","Home & Garden"
"Fabric Starch","Home & Garden"
"Bed Canopies","Home & Garden"
"Ravioli Cutters","Home & Garden"
"Other Vacuum Cleaner Accessories","Home & Garden"
"Pond & Birdbath Heaters & De-Icers","Home & Garden"
"Pizza Peels","Home & Garden"
"Other Toilet Accessories","Home & Garden"
"Dough Dockers","Home & Garden"
"Iced Tea Machines","Home & Garden"
"Food Peelers","Home & Garden"
"Replacement Faucet Water Filters","Home & Garden"
"Appliance Sensors","Home & Garden"
"Grill Gloves","Home & Garden"
"Porch Swing Stands","Home & Garden"
"Glow Rings","Home & Garden"
"Laundry Sanitizers","Home & Garden"
"Cotton Candy Cones","Home & Garden"
"Reel Lawn Mowers","Home & Garden"
"Evaporative Air Cooler Motors","Home & Garden"
"Gardening Kneelers","Home & Garden"
"Meat Branders","Home & Garden"
"Seedling Heat Mats","Home & Garden"
"Zero-Turn Lawn Mowers","Home & Garden"
"Beverage Pod Holders","Home & Garden"
"Toaster Oven Broilers & Broiler Sets","Home & Garden"
"Cocktail Shakers","Home & Garden"
"Rib Racks","Home & Garden"
"Irrigation Timers","Home & Garden"
"Salt & Pepper Mills","Home & Garden"
"Hand Cultivators & Tillers","Home & Garden"
"Cheese Board Sets","Home & Garden"
"Chia Pets","Home & Garden"
"Cheese Slicers","Home & Garden"
"Dryer Balls","Home & Garden"
"Kids Adirondack Chairs","Home & Garden"
"Kids Picnic Tables","Home & Garden"
"Cheese Spreaders","Home & Garden"
"Birthday Candles","Home & Garden"
"Other Microwave Accessories","Home & Garden"
"Cupcake Makers","Home & Garden"
"Electric Buffet Servers","Home & Garden"
"Sanitizer Wands","Home & Garden"
"Espresso Tampers","Home & Garden"
"Small Water Cup Dispensers","Home & Garden"
"Moisture Meters","Home & Garden"
"Cocktail Strainers","Home & Garden"
"Soda Maker Kits","Home & Garden"
"Extension Lights","Home & Garden"
"Replacement Oven Igniters","Home & Garden"
"Marquee Signs","Home & Garden"
"Appetizer Plates","Home & Garden"
"Dehumidifier Accessories","Home & Garden"
"Robotic Lawn Mowers","Home & Garden"
"Airpots","Home & Garden"
"Stemware Holders","Home & Garden"
"Scarecrow Decoys","Home & Garden"
"Trash Compactors","Home & Garden"
"Coffee French Presses","Home & Garden"
"Lighter Fluids","Home & Garden"
"Drip Irrigation Manifolds","Home & Garden"
"Fermentation Airlocks","Home & Garden"
"Cork Holders","Home & Garden"
"Fragrance Oils","Home & Garden"
"Pastry Cutters","Home & Garden"
"Power Tillers","Home & Garden"
"Bed Rest Pillows","Home & Garden"
"Thermocoolers","Home & Garden"
"Lamp Shade Fitters","Home & Garden"
"Oxygen Absorbers","Home & Garden"
"Sun Catchers","Home & Garden"
"Contour Pillows","Home & Garden"
"Electric Can Openers","Home & Garden"
"Ice Bucket & Tong Sets","Home & Garden"
"Meat Hooks & Flippers","Home & Garden"
"Disposable Spoons","Home & Garden"
"Parchment Paper","Home & Garden"
"Weed Torches","Home & Garden"
"Home Brewing Mash Paddles","Home & Garden"
"Emergency Preparedness Kits","Home & Garden"
"Spa Covers","Home & Garden"
"Sundials","Home & Garden"
"Balloon Pumps","Home & Garden"
"Other Cheese Making Supplies","Home & Garden"
"Lollipop & Treat Sticks","Home & Garden"
"Shoe Cleaners","Home & Garden"
"Stovetop Espresso Pot Replacement Gaskets & Filters","Home & Garden"
"Home Fragrance Sachets","Home & Garden"
"Carpet Sweepers","Home & Garden"
"Spiralizers","Home & Garden"
"Pool Chemical Dispensers","Home & Garden"
"Butcher Block Oil & Conditioner","Home & Garden"
"Grill Tongs","Home & Garden"
"Kids Gardening Tools","Home & Garden"
"Serving Utensils & Sets","Home & Garden"
"Plant Misters","Home & Garden"
"Party Favor Cups","Home & Garden"
"Cookie Cutters & Stamps","Home & Garden"
"Blender Parts","Home & Garden"
"Banana Hangers","Home & Garden"
"Herb Mincers","Home & Garden"
"Composting Replacement Filters","Home & Garden"
"Ice Pop Makers","Home & Garden"
"Home Brewing Beer Bottle Caps","Home & Garden"
"Electric Logs","Home & Garden"
"String Trimmer Heads","Home & Garden"
"Egg Cartons","Home & Garden"
"Bottle Pourers","Home & Garden"
"Tea Ball Infusers","Home & Garden"
"Butter Warmers","Home & Garden"
"Faucet Water Filters","Home & Garden"
"Barware Sets","Home & Garden"
"Other Backyard Birding Supplies","Home & Garden"
"Bed Runners","Home & Garden"
"Refrigerator Thermometers","Home & Garden"
"Recipe Boxes & Holders","Home & Garden"
"Oil & Vinegar Dispensing Bottles & Cruets","Home & Garden"
"Toaster Oven Toast Bags","Home & Garden"
"Plug-in Fragrance Warmer Refills","Home & Garden"
"Toothpick Holders & Dispensers","Home & Garden"
"Manual Spice & Herb Grinders","Home & Garden"
"Ironing Sets & Centers","Home & Garden"
"Bee Guards","Home & Garden"
"Chocolate Fountains","Home & Garden"
"String Trimmer Replacement Parts","Home & Garden"
"Cake Pop Makers","Home & Garden"
"Food Processor Accessories","Home & Garden"
"Ceiling Fan Downrods","Home & Garden"
"Gravy Boats, Stands & Sets","Home & Garden"
"Hammock Pillows","Home & Garden"
"Plasma Balls","Home & Garden"
"Box Springs","Home & Garden"
"Candle Wicks","Home & Garden"
"Fat Separators","Home & Garden"
"Party Bowls","Home & Garden"
"Home Decor Masks","Home & Garden"
"Salad Spinners","Home & Garden"
"Candy & Food-Grade Molds","Home & Garden"
"Walk-Behind Mowers","Home & Garden"
"Cake Boxes","Home & Garden"
"Cocktail Chilling Stones","Home & Garden"
"Solar Cells","Home & Garden"
"Power Edgers","Home & Garden"
"Appliance Door Latches & Kits","Home & Garden"
"Wok Brushes","Home & Garden"
"Fireplace Bellows","Home & Garden"
"Ironing Board Holders","Home & Garden"
"Punch Bowl Sets","Home & Garden"
"Chopstick Holders","Home & Garden"
"Appliance Door Gasket Seals","Home & Garden"
"Pool Water Slides","Home & Garden"
"Bar Spoons","Home & Garden"
"Sushi Rolling Mats & Rolling Kits","Home & Garden"
"Live Worms","Home & Garden"
"Meat Handler & Carving Forks","Home & Garden"
"Pizza Cutters","Home & Garden"
"Cupcake Liners","Home & Garden"
"Butterfly Hibernation Boxes","Home & Garden"
"Fabric Wrinkle Removers","Home & Garden"
"Electric Wine Bottle Openers","Home & Garden"
"Combination Grill/Smokers","Home & Garden"
"Pool Alarms","Home & Garden"
"Mason Drinking Jars","Home & Garden"
"Other Bar Tools","Home & Garden"
"Plant Bulbs","Home & Garden"
"Salad Serving Utensils","Home & Garden"
"Wine Making Equipment Kits","Home & Garden"
"Thermal Carafes","Home & Garden"
"Batter Dispensers","Home & Garden"
"Cake Servers","Home & Garden"
"Double Boilers","Home & Garden"
"Window Alert Decals","Home & Garden"
"Modular Building & Furniture Systems","Home & Garden"
"Oven Thermometers","Home & Garden"
"Wine Thermometers","Home & Garden"
"Wine Making Barrels","Home & Garden"
"Sugar Packet Holders","Home & Garden"
"Smoke Alarms","Home & Garden"
"Chimney Starters","Home & Garden"
"Knife Sleeves & Guards","Home & Garden"
"Appliance Control Panels","Home & Garden"
"Ice Tongs","Home & Garden"
"Fermenters","Home & Garden"
"Tableware Storage Chests","Home & Garden"
"Butter Dishes","Home & Garden"
"Salt Boxes","Home & Garden"
"Turkish Coffee Pots","Home & Garden"
"Melon Ballers","Home & Garden"
"Beverage Warmers","Home & Garden"
"Cake Turntables","Home & Garden"
"Wild Bird Feed","Home & Garden"
"Wax Melts","Home & Garden"
"Icing Decorating Tips & Sets","Home & Garden"
"Floor Cleaning Machines","Home & Garden"
"Pinatas","Home & Garden"
"Electric Knife Sharpeners","Home & Garden"
"Nut Gatherers","Home & Garden"
"Moscow Mule Mugs","Home & Garden"
"Grapefruit Utensils","Home & Garden"
"Onion Goggles","Home & Garden"
"Pressing Pads & Cloths","Home & Garden"
"Decorative Pillow Inserts","Home & Garden"
"Bakeware Sets","Home & Garden"
"Corn Holders","Home & Garden"
"Cupcake Corers","Home & Garden"
"Air Press Coffee Makers","Home & Garden"
"Pastry Brushes","Home & Garden"
"Shrimp Deveiners","Home & Garden"
"Cocktail Swizzle Sticks","Home & Garden"
"Bath Appliques","Home & Garden"
"Floor Polishing Machines","Home & Garden"
"Decorating & Pastry Bags","Home & Garden"
"Manual Egg Beaters","Home & Garden"
"Buoy Balls","Home & Garden"
"Dough & Empanada Presses","Home & Garden"
"Drip Irrigation Valves","Home & Garden"
"Tea Strainers","Home & Garden"
"Appliance Blower Wheels","Home & Garden"
"Pie Irons","Home & Garden"
"Fajita Platters & Platter Sets","Home & Garden"
"N2O Chargers","Home & Garden"
"Dryer Lint Screens","Home & Garden"
"Bath Pillows","Home & Garden"
"Cookie Presses","Home & Garden"
"Picture Lights","Home & Garden"
"Other Baked Goods Decorating Tools","Home & Garden"
"Pasta & Dumpling Molds & Stamps","Home & Garden"
"Home Brewing Valves & Spigots","Home & Garden"
"Pasta Drying Racks","Home & Garden"
"Food & Candy Dipping Tools","Home & Garden"
"Clothes Iron Cleaners","Home & Garden"
"Balloon Ribbons","Home & Garden"
"Icing Smoothers & Spatulas","Home & Garden"
"Humidifier Absorption Sleeves","Home & Garden"
"Kitchen Linen Sets","Home & Garden"
"Egg Separators","Home & Garden"
"Tableware Knives","Home & Garden"
"Basket Liners","Home & Garden"
"Brining Bags","Home & Garden"
"Serving Forks","Home & Garden"
"Poultry Feed","Home & Garden"
"Salt Blocks","Home & Garden"
"Spa Chemicals","Home & Garden"
"Bagel Slicers","Home & Garden"
"Butterfly Feeders","Home & Garden"
"Wineskins","Home & Garden"
"Fireplace Back Plates","Home & Garden"
"Citrus Reamers","Home & Garden"
"Ceiling Fan Scrolls","Home & Garden"
"Live Topiaries","Home & Garden"
"Salad Shakers","Home & Garden"
"Other Canning Supplies","Home & Garden"
"Draft Blocks","Home & Garden"
"Gnocchi Boards","Home & Garden"
"Track Storage Systems","Home & Garden"
"Beeswax Food Wraps","Home & Garden"
"Bathtub Rails & Bars","Health & Beauty"
"Disposable Gloves","Health & Beauty"
"Bedpans & Urinals","Health & Beauty"
"Mobility Walker Glides & Balls","Health & Beauty"
"Mobility Walkers","Health & Beauty"
"Foot Files & Pumice Stones","Health & Beauty"
"Hair Oils","Health & Beauty"
"False Nails","Health & Beauty"
"Manicure Sets","Health & Beauty"
"Hair Brushes","Health & Beauty"
"Massage Table Bolsters","Health & Beauty"
"Other Mobility Aids & Equipment","Health & Beauty"
"Wheelchair Cushions","Health & Beauty"
"Shower & Bath Stools & Benches","Health & Beauty"
"Massage Tables","Health & Beauty"
"Colognes","Health & Beauty"
"Perfumes","Health & Beauty"
"Transport Wheelchairs","Health & Beauty"
"Makeup Bags","Health & Beauty"
"Cuticle Pushers","Health & Beauty"
"Hair Combs","Health & Beauty"
"Aftershaves","Health & Beauty"
"Deodorants & Antiperspirants","Health & Beauty"
"Physical Therapy Hand Exercisers","Health & Beauty"
"Reaching Aids","Health & Beauty"
"Crutches","Health & Beauty"
"Eyelid Tapes","Health & Beauty"
"Nail Clippers","Health & Beauty"
"Body Paint","Health & Beauty"
"Stress Squeeze Balls","Health & Beauty"
"Mayo Stands","Health & Beauty"
"Toilet Seat Elevators","Health & Beauty"
"Walking Cane & Crutch Tips","Health & Beauty"
"Manual Wheelchairs","Health & Beauty"
"Mobility Scooters","Health & Beauty"
"Fragrance Sets","Health & Beauty"
"Tweezers","Health & Beauty"
"Makeup Brushes & Applicators","Health & Beauty"
"Lipsticks","Health & Beauty"
"Toiletry Kits & Bags","Health & Beauty"
"Hair Curling Irons","Health & Beauty"
"Bedside Commodes","Health & Beauty"
"Hair Dye Applicator Brushes","Health & Beauty"
"Cuticle Removers","Health & Beauty"
"Massagers","Health & Beauty"
"Eyeglass Cases","Health & Beauty"
"Nail Dryers","Health & Beauty"
"Medical ID Bracelets","Health & Beauty"
"Braces, Splints & Slings","Health & Beauty"
"Hair Flat Irons","Health & Beauty"
"Facial Toners & Astringents","Health & Beauty"
"Physical Therapy Putty","Health & Beauty"
"Other Hair Styling Tools & Products","Health & Beauty"
"Massage Chairs","Health & Beauty"
"Face Mirrors","Health & Beauty"
"Hospital Beds","Health & Beauty"
"Facial Tissue","Health & Beauty"
"Hot Water Bottles","Health & Beauty"
"Epilators","Health & Beauty"
"Foundation Makeup","Health & Beauty"
"Loofahs, Sponges & Poufs","Health & Beauty"
"Body Weight Scales","Health & Beauty"
"Patient Lifts","Health & Beauty"
"Insect & Pest Repellent","Health & Beauty"
"Dressing Aid Sticks","Health & Beauty"
"Blood Pressure Monitors","Health & Beauty"
"Hair Color","Health & Beauty"
"Sound Machines","Health & Beauty"
"Incontinence Protective Underwear","Health & Beauty"
